YORF,Name,NCBI gi,NCBI gi2,SGD ID,ORF status,"# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long",O_i (Integrated probability of peptide observations),n_i (# observed peptides),p_i (probability of correct protein identification),APEX,n_i (# observed peptides),p_i (probability of correct protein identification),APEX,p(YPD),p(YMD),p(null),Z (YMD-YPD),GFP- YPD,GFP - YMD,Western,2D gel,"Average (>=2 measurements out of APEX, Western, 2D)",SAGE,HDA,Wang,"Average (>=2 measurements out of SAGE,HDA, Wang)",Avg_protein/Avg_mRNA,MW (Da),PI,CAI (Codon Adaptation Index),Length,Codon Bias,FOP Score (Frequency of Optimal Codons),Gravy Score (Hydropathicity of Protein),"Aromaticity (Frequency of aromatic amino acids: Phe, Tyr, Trp)",PEST_abs,PEST_rel
YAR044W,OSH1,6319339,,SGDID,ORF-Status,250,60.87,,,,,,,0,0,0,,121,133.5,846,,,1,0.3,0.88,0.726666667,,,,,,,,,,,
YAR047C,YAR047C,6319340,,S000000083,ORF|Dubious,29,6.46,,,,,,,0,0,0,,,,,,,,,0.63,,,12896,10.2,0.101,106,-0.11,0.363,0.586793,0.226415,,
YAR050W,FLO1,6319341,,S000000084,ORF|Verified,64,11.09,4,0.48,16097,1,0.43,3179,0.000220751,4.96E-05,0.000130569,-1.46,,,,,,,0.2,1.76,0.98,,160667,3.93,0.259,1537,0.384,0.647,-0.16311,0.058556,807,0.53
YAR053W,YAR053W,6319342,,S000000085,ORF|Dubious,23,5.43,,,,,,,0,0,0,,,,,,,,0.1,0.79,0.445,,11143,8.34,0.083,98,-0.164,0.323,0.797959,0.132653,,
YAR060C,YAR060C,6319343,,S000000086,ORF|Dubious,65,13.7,,,,,,,0,0,0,,,,,,,,0.1,0.68,0.39,,12860,11.78,0.115,111,0.045,0.407,-0.599099,0.072072,,
YAR064W,YAR064W,6319346,,S000000089,ORF|Uncharacterized,25,4.56,,,,,,,0,0,0,,,,1520,,,,,0.81,,,11139,8.13,0.088,99,-0.006,0.385,-0.29697,0.111111,31,0.31
YAR066W,YAR066W,6319347,,S000002144,ORF|Uncharacterized,32,10.64,,,,,,,0,0,0,,,,,,,,0.4,1.4,0.9,,20593,4.32,0.299,203,0.447,0.658,0.081281,0.083744,73,0.36
YAR068W,YAR068W,6319348,,S000000091,ORF|Uncharacterized,24,7.61,,,,,,,0,0,0,,,,,,,,0.4,0.49,0.445,,18011,12.31,0.044,161,-0.102,0.277,0.336646,0.055901,52,0.32
YAR069C,YAR069C,6319349,,S000000092,ORF|Dubious,9,1.82,,,,,,,0,0,0,,,,,,,,0.2,1.19,0.695,,10917,5.47,0.103,97,-0.043,0.402,0.958763,0.113402,,
YAR070C,YAR070C,6319350,,S000000093,ORF|Dubious,32,8.12,,,,,,,0,0,0,,,,,,,,,0.93,,,11605,9.05,0.113,99,-0.067,0.383,0.322222,0.141414,,
YAR071W,PHO11,6319351,,S000000094,ORF|Verified,116,25.21,,,,,,,0,0,0,,,,1460,,,,0.4,1.46,0.93,,52757,4.86,0.328,467,0.388,0.644,-0.394219,0.130621,113,0.24
YAR073W,IMD1,6319352,,S000000095,ORF|Verified,110,27.04,,,,,,,0,0,0,,,,,,,,1.8,1.44,1.62,,44386,8.2,0.287,403,0.375,0.627,-0.101489,0.084367,83,0.21
YAR075W,YAR075W,6319353,,S000002145,ORF|Uncharacterized,52,11.31,,,,,,,0,0,0,,,,,,,,3.7,2.14,2.92,,17003,10.27,0.329,157,0.411,0.642,-0.266242,0.076433,34,0.22
YBL001C,ECM15,6319472,,S000000097,ORF|Verified,36,5.43,,,,,,,0,0,0,,,,1900,,,2,5.6,2.84,3.48,,11518,6.67,0.243,104,0.209,0.55,-0.201923,0.048077,25,0.24
YBL002W,HTB2,6319471,,S000000098,ORF|Verified,61,13.98,2,0.8,10641,11,0.99,63872,0.000110375,0.000545256,0.000339479,2.31,6460,5540.253801,443000,,226820.5948,7,8.4,16.25,10.55,21500,14237,10.89,0.563,131,0.61,0.767,-0.620611,0.053435,43,0.33
YBL003C,HTA2,6319470,,S000000099,ORF|Verified,59,10.77,,,,20,1,152267,0,0.000991375,0.000522275,4.24,4086,4040.540111,32100,,,,24.5,14.65,19.575,,13989,11.43,0.544,132,0.608,0.748,-0.315909,0.030303,23,0.17
YBL004W,UTP20,14270688,6319469,S000000100,ORF|Uncharacterized,805,215.56,8,0.43,1484,5,0.96,1826,0.000441501,0.000247844,0.000339479,-1.03,269,103.3324775,,,,2,1.3,3.21,2.17,,287557,7.03,0.146,2493,0.067,0.448,-0.168993,0.098676,612,0.25
YBL005W,PDR3,6319466,,S000000101,ORF|Verified,256,62.09,,,,5,0.7,4622,0,0.000247844,0.000130569,2.12,,,166,,,,0.3,,,,112570,6.55,0.148,976,0.06,0.451,-0.308299,0.11168,263,0.27
YBL005W-A,YBL005W-A,6319467,,S000002146,transposable_element_gene,90,20.75,,,,1,0.38,1502,0,4.96E-05,2.61E-05,0.95,,,,,,,,1.96,,,49285,7.65,,440,,,,,145,0.33
YBL005W-B,YBL005W-B,6319468,,S000002147,transposable_element_gene,512,124.3,,,,,,,0,0,0,,,,,,,,,,,,198967,8.27,,1755,,,,,509,0.29
YBL006C,YBL006C,6319465,,S000000102,ORF|Verified,40,10.2,,,,,,,0,0,0,,,,,,,3,3,0.91,2.303333333,,19792,9.32,0.057,180,-0.141,0.298,-0.436111,0.061111,44,0.24
YBL007C,SLA1,6319464,,S000000103,ORF|Verified,291,64.99,,,,,,,0,0,0,,585,665,952,,,,2.9,1.22,2.06,,135847,5.69,0.189,1244,0.201,0.519,-0.654421,0.06672,372,0.3
YBL008W,HIR1,6319463,,S000000104,ORF|Verified,276,74.85,,,,,,,0,0,0,,,,846,,,1,0.3,0.99,0.763333333,,93889,7.13,0.128,840,0.013,0.416,-0.38381,0.069048,219,0.26
YBL009W,YBL009W,6319462,,S000000105,ORF|Uncharacterized,227,58.14,,,,,,,0,0,0,,,,,,,,0.3,,,,76372,10.12,0.141,676,0.059,0.437,-0.545414,0.075444,191,0.28
YBL010C,YBL010C,6319461,,S000000106,ORF|Uncharacterized,96,24.1,,,,,,,0,0,0,,,,1320,,,,0.2,0.75,0.475,,32639,4.84,0.122,280,0.009,0.42,-0.856071,0.071429,75,0.27
YBL011W,SCT1,6319459,,S000000107,ORF|Verified,251,60.69,5,0.84,6434,,,,0.000275938,0,0.000130569,-2.36,193.5,128.8291258,1050,,3742.210849,,1,,,,85694,7.27,0.166,759,0.147,0.496,-0.295389,0.086957,201,0.26
YBL012C,YBL012C,6319460,,S000000108,ORF|Dubious,45,11.13,,,,,,,0,0,0,,,,,,,,,1.1,,,15301,10.2,0.078,133,-0.049,0.338,0.057895,0.112782,,
YBL013W,FMT1,6319458,,S000000109,ORF|Verified,134,36.66,2,0.3,1522,,,,0.000110375,0,5.22E-05,-1.49,,,1070,,1295.862467,,,,,,44616,10.39,0.076,401,-0.004,0.372,-0.237656,0.064838,87,0.22
YBL014C,RRN6,6319457,,S000000110,ORF|Verified,224,58.88,,,,,,,0,0,0,,,,237,,,,0.6,1.02,0.81,,102033,4.87,0.12,894,-0.019,0.405,-0.484564,0.083893,234,0.26
YBL015W,ACH1,6319456,,S000000111,ORF|Verified,158,45.57,,,,1,0.9,1619,0,4.96E-05,2.61E-05,0.95,47.5,205,4890,,,3,0.9,0.93,1.61,,58711,6.77,0.217,526,0.311,0.589,-0.359696,0.076046,122,0.23
YBL016W,FUS3,6319455,,S000000112,ORF|Verified,109,28.22,,,,1,0.44,1278,0,4.96E-05,2.61E-05,0.95,367.5,216.5,8480,,,1,1,1.02,1.006666667,,40772,7.11,0.11,353,0.054,0.44,-0.287818,0.09915,85,0.24
YBL017C,PEP1,6319454,,S000000113,ORF|Verified,429,106.99,1,0.56,487,10,0.81,6208,5.52E-05,0.000495688,0.000287251,2.54,305.5,219.4619613,7210,,3848.32807,3,1.3,2,2.1,,177776,4.59,0.163,1579,0.061,0.457,-0.477707,0.11273,415,0.26
YBL018C,POP8,6319453,,S000000114,ORF|Verified,41,10.49,,,,,,,0,0,0,,,,4870,,,,1,3.08,2.04,,15512,4.55,0.175,133,0.111,0.484,-0.467669,0.112782,33,0.25
YBL019W,APN2,6319452,,S000000115,ORF|Verified,209,51.07,,,,,,,0,0,0,,,,414,,,,0.2,0.65,0.425,,59445,9.81,0.122,520,0.014,0.421,-0.490962,0.088462,119,0.23
YBL020W,RFT1,6319451,,S000000116,ORF|Verified,148,37.57,,,,,,,0,0,0,,,,,,,2,1,1.4,1.466666667,,66210,9.94,0.139,574,0.101,0.47,0.406446,0.151568,117,0.2
YBL021C,HAP3,6319450,,S000000117,ORF|Verified,41,9.45,,,,,,,0,0,0,,54,88.6079685,2510,,,,0.7,0.8,0.75,,16154,4.6,0.091,144,0.005,0.41,-0.702778,0.048611,42,0.29
YBL022C,PIM1,6319449,,S000000118,ORF|Verified,424,111.92,,,,,,,0,0,0,,91,143.2508593,14500,,,,2.4,1.21,1.805,,127111,5.36,0.186,1133,0.176,0.515,-0.582701,0.063548,317,0.28
YBL023C,MCM2,6319448,,S000000119,ORF|Verified,296,85.86,,,,1,0.22,210,0,4.96E-05,2.61E-05,0.95,145,115,1690,,,1,0.3,0.52,0.606666667,,98779,4.87,0.175,868,0.15,0.489,-0.637327,0.062212,226,0.26
YBL024W,NCL1,6319447,,S000000120,ORF|Verified,262,71.4,6,0.79,6172,4,0.82,3767,0.000331126,0.000198275,0.000261138,-0.8,721,318,16100,,11136.22441,,1.5,2.68,2.09,5328,77878,7.32,0.27,684,0.277,0.573,-0.580409,0.076023,168,0.25
YBL025W,RRN10,6319446,,S000000121,ORF|Verified,46,14.97,,,,,,,0,0,0,,,,,,,1,0.7,0.57,0.756666667,,16505,4.95,0.099,145,-0.128,0.364,-0.311724,0.082759,32,0.22
YBL026W,LSM2,6319445,,S000000122,ORF|Verified,36,12.14,,,,,,,0,0,0,,273,296.5845063,2210,,,,2,2.5,2.25,,11163,8.4,0.169,95,0.169,0.522,-0.293684,0.094737,19,0.2
YBL027W,RPL19B,6319444,,S000000123,ORF|Verified,128,20.83,,,,,,,0,0,0,,4134.5,3397,225000,,,42,23.6,21.41,29.00333333,,21704,11.93,0.708,189,0.753,0.844,-0.950794,0.037037,29,0.15
YBL028C,YBL028C,6319443,,S000000124,ORF|Uncharacterized,75,10.49,,,,,,,0,0,0,,660.5,360.3432385,6210,,,3,0.8,3.27,2.356666667,,12401,10.97,0.261,106,0.178,0.51,-1.369811,0.04717,23,0.22
YBL029C-A,YBL029C-A,13129152,,S000007591,ORF|Uncharacterized,26,7.37,,,,,,,0,0,0,,135.5,156.7611498,996,,,,,,,,11161,8.35,0.125,94,0.057,0.472,-0.523404,0.138298,18,0.19
YBL029W,YBL029W,6319442,,S000000125,ORF|Uncharacterized,90,19.96,,,,,,,0,0,0,,,,,,,,0.3,0.67,0.485,,42604,6.39,0.117,376,-0.007,0.401,-0.843085,0.082447,127,0.34
YBL030C,PET9,6319441,,S000000126,ORF|Verified,104,30.05,,,,,,,0,0,0,,,,,,,6,14.3,5.66,8.653333333,,34426,10.61,0.538,318,0.622,0.764,0.085849,0.113208,56,0.18
YBL031W,SHE1,6319440,,S000000127,ORF|Verified,123,31.94,,,,,,,0,0,0,,,,264,,,,0.1,0.94,0.52,,38015,11.19,0.131,338,0.1,0.465,-0.997929,0.050296,111,0.33
YBL032W,HEK2,6319439,,S000000128,ORF|Verified,134,31.83,,,,,,,0,0,0,,713.5,539.5,15600,,,,1.2,2.29,1.745,,41683,5.97,0.191,381,0.215,0.542,-0.397375,0.049869,107,0.28
YBL033C,RIB1,6319438,,S000000129,ORF|Verified,115,37.71,,,,,,,0,0,0,,254,313,9520,,,,1.6,1.1,1.35,,38332,6.3,0.112,345,0.042,0.417,-0.59971,0.055072,78,0.23
YBL034C,STU1,6319437,,S000000130,ORF|Verified,466,138.57,1,0.34,228,2,0.75,888,5.52E-05,9.91E-05,7.83E-05,0.49,,,521,,374.5662257,,0.6,2.23,1.415,,174176,6.25,0.148,1513,0.039,0.445,-0.444679,0.09187,401,0.27
YBL035C,POL12,6319436,,S000000131,ORF|Verified,197,55.5,,,,,,,0,0,0,,,,11200,,,,0.8,0.59,0.695,,78774,7.04,0.145,705,0.094,0.465,-0.437872,0.08227,209,0.3
YBL036C,YBL036C,6319435,,S000000132,ORF|Verified,91,27.23,,,,1,0.21,632,0,4.96E-05,2.61E-05,0.95,261.5,190.5,4890,,,,1.8,1.68,1.74,,29123,6.38,0.236,257,0.217,0.548,-0.453696,0.07393,58,0.23
YBL037W,APL3,6319434,,S000000133,ORF|Verified,303,91.51,3,0.57,1737,1,0.21,188,0.000165563,4.96E-05,0.000104455,-1.11,73.5,76,1590,,1663.710212,,0.3,0.51,0.405,,115010,8.97,0.135,1025,0.059,0.445,-0.088585,0.077073,272,0.27
YBL038W,MRPL16,6319433,,S000000134,ORF|Verified,117,29.89,,,,,,,0,0,0,,,,2880,,,2,1.9,1.27,1.723333333,,26518,11.12,0.154,232,0.156,0.487,-0.619397,0.094828,44,0.19
YBL039C,URA7,6319432,,S000000135,ORF|Verified,170,43.85,1,0.75,1590,,,,5.52E-05,0,2.61E-05,-1.06,,,57600,,29595.13164,2,6.6,4.08,4.226666667,,64710,5.93,0.309,579,0.352,0.619,-0.239378,0.074266,136,0.23
YBL040C,ERD2,6319431,,S000000136,ORF|Verified,62,15.66,,,,,,,0,0,0,,1911,815.5,,,,3,3.7,2.43,3.043333333,,25762,10.62,0.182,219,0.199,0.527,0.410959,0.173516,41,0.19
YBL041W,PRE7,6319430,,S000000137,ORF|Verified,72,20.78,,,,,,,0,0,0,,,,,,,4,4,3.17,3.723333333,,26871,5.99,0.166,241,0.145,0.498,-0.436929,0.112033,49,0.2
YBL042C,FUI1,6319429,,S000000138,ORF|Verified,140,36.47,,,,,,,0,0,0,,532,461,,,,,2.5,0.79,1.645,,72164,7.47,0.168,639,0.174,0.516,0.190923,0.15493,138,0.22
YBL043W,ECM13,6319428,,S000000139,ORF|Verified,48,10.59,,,,,,,0,0,0,,,,,,,,0.3,,,,28562,4.09,0.173,257,0.104,0.478,-0.89144,0.077821,87,0.34
YBL044W,YBL044W,6319427,,S000000140,ORF|Uncharacterized,50,8.84,,,,,,,0,0,0,,,,,,,,,0.43,,,13850,10.99,0.102,122,0.081,0.432,-0.748361,0.057377,31,0.25
YBL045C,COR1,6319426,,S000000141,ORF|Verified,123,33.95,3,0.99,8134,10,0.99,23910,0.000165563,0.000495688,0.000339479,1.75,297,466,19300,,13716.90514,,2.8,2,2.4,5715,50227,7.34,0.293,457,0.37,0.619,-0.23151,0.076586,112,0.25
YBL046W,YBL046W,6319425,,S000000142,ORF|Uncharacterized,129,33.98,,,,,,,0,0,0,,118.5,72.5,1010,,,,0.6,0.6,0,,50655,4.09,0.129,441,-0.078,0.384,-1.035601,0.072562,121,0.27
YBL047C,EDE1,6319424,,S000000143,ORF|Verified,285,80.98,,,,,,,0,0,0,,955.5,1017.5,1380,,,5,0.8,3.41,3.07,,150782,4.44,0.197,1381,0.192,0.517,-0.684938,0.04924,446,0.32
YBL048W,YBL048W,6319423,,S000000144,ORF|Dubious,19,4.42,,,,,,,0,0,0,,,,,,,1,0.2,1.09,0.763333333,,12447,9.38,0.153,103,0.005,0.433,1.138835,0.252427,,
YBL049W,YBL049W,6319422,,S000000145,ORF|Uncharacterized,56,14.53,,,,,,,0,0,0,,,,,,,,0.2,,,,16085,9.71,0.157,138,0.134,0.496,-0.556522,0.108696,30,0.22
YBL050W,SEC17,6319421,,S000000146,ORF|Verified,102,28.65,,,,,,,0,0,0,,,,,,,1,1.7,1.39,1.363333333,,32802,4.8,0.159,292,0.06,0.439,-0.513014,0.099315,58,0.2
YBL051C,PIN4,6319420,,S000000147,ORF|Verified,97,21.35,,,,,,,0,0,0,,141.5,112.5,4630,,,2,0.8,,1.4,,73775,6.21,0.187,668,0.194,0.52,-0.795659,0.055389,194,0.29
YBL052C,SAS3,6319419,,S000000148,ORF|Verified,293,64.28,3,0.65,2821,,,,0.000165563,0,7.83E-05,-1.83,,,,,,,0.7,1.18,0.94,,97582,6.4,0.132,831,-0.007,0.418,-0.853309,0.101083,222,0.27
YBL053W,YBL053W,6319418,,S000000149,ORF|Dubious,8,1.89,,,,,,,0,0,0,,,,,,,,0.3,,,,13194,8.17,0.095,124,0.008,0.383,0.583871,0.137097,,
YBL054W,YBL054W,6319417,,S000000150,ORF|Uncharacterized,178,52.46,,,,,,,0,0,0,,,,830,,,,1.2,1.21,1.205,,59225,10.14,0.142,525,0.1,0.469,-0.940381,0.057143,175,0.33
YBL055C,YBL055C,6319416,,S000000151,ORF|Uncharacterized,132,37.35,,,,,,,0,0,0,,,,1460,,,1,1,,0,,47390,6.72,0.125,418,0.017,0.417,-0.337081,0.102871,102,0.24
YBL056W,PTC3,6319415,,S000000152,ORF|Verified,95,25.32,,,,,,,0,0,0,,472,443.5,19700,,,1,1.8,2.02,1.606666667,,51389,4.29,0.177,468,0.078,0.458,-0.410256,0.057692,121,0.26
YBL057C,YBL057C,6319414,,S000000153,ORF|Verified,59,15.91,,,,,,,0,0,0,,,,2190,,,1,1.5,,1.25,,23128,5.17,0.126,214,0.071,0.441,-0.196262,0.056075,57,0.27
YBL058W,SHP1,6319413,,S000000154,ORF|Verified,124,38.79,,,,,,,0,0,0,,235,252,3200,,,4,2.8,1.55,2.783333333,,46987,4.72,0.144,423,0.096,0.453,-0.960993,0.07565,122,0.29
YBL059C-A,YBL059C-A,6681845,,S000007488,ORF|Uncharacterized,57,9.54,,,,,,,0,0,0,,,,279,,,,,,,,12947,8.5,0.227,109,0.203,0.542,-1.151376,0.073394,20,0.18
YBL059W,YBL059W,6319412,,S000000155,ORF|Uncharacterized,70,15.78,,,,,,,0,0,0,,,,623,,,,0.4,,,,22278,10.87,0.089,193,-0.058,0.385,-0.310881,0.088083,46,0.24
YBL060W,YBL060W,6319411,,S000000156,ORF|Uncharacterized,210,51.93,,,,,,,0,0,0,,,,,,,1,0.2,1.09,0.763333333,,78767,6.38,0.143,687,0.062,0.454,-0.510626,0.09607,190,0.28
YBL061C,SKT5,6319410,,S000000157,ORF|Verified,233,58.99,7,0.42,4634,9,0.39,4879,0.000386313,0.000446119,0.00041782,0.29,184,76.43108975,2580,,3606.948101,,1.5,,,,77066,10.08,0.113,696,-0.01,0.386,-0.684627,0.076149,179,0.26
YBL062W,YBL062W,6319409,,S000000158,ORF|Dubious,20,6.17,,,,,,,0,0,0,,,,,,,,,1.92,,,14415,4.2,0.12,126,-0.008,0.402,0.837302,0.18254,,
YBL063W,KIP1,6319408,,S000000159,ORF|Verified,336,92.14,,,,,,,0,0,0,,,,56.9,,,,0.3,1.02,0.66,,125793,6.85,0.143,1111,0.039,0.449,-0.625472,0.051305,293,0.26
YBL064C,YBL064C,6319407,,S000000160,ORF|Verified,89,26.53,,,,,,,0,0,0,,203.5,226.5,4510,,,3,1.9,1.29,2.063333333,,29496,9.47,0.206,261,0.211,0.545,-0.288123,0.103448,61,0.23
YBL065W,YBL065W,6319405,,S000000161,ORF|Dubious,34,10,,,,,,,0,0,0,,,,,,,,,,,,13830,10.63,0.103,114,-0.005,0.393,0.109649,0.140351,,
YBL066C,SEF1,6319406,,S000000162,ORF|Verified,268,84.96,1,0.42,460,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.2,1.54,0.87,,127991,7.57,0.142,1148,0.084,0.452,-0.521864,0.074913,347,0.3
YBL067C,UBP13,6319404,,S000000163,ORF|Verified,198,42.13,,,,,,,0,0,0,,,,125,,,3,0.6,1.22,1.606666667,,83864,6.17,0.145,747,0.035,0.435,-0.706024,0.078983,218,0.29
YBL068W,PRS4,6319403,,S000000164,ORF|Verified,98,26.26,,,,2,0.37,2311,0,9.91E-05,5.22E-05,1.34,267.5,137,5280,,,2,2.8,2.43,2.41,,35846,6.35,0.199,327,0.188,0.519,-0.060245,0.04893,70,0.21
YBL069W,AST1,14270687,,S000000165,ORF|Verified,134,34.55,,,,,,,0,0,0,,,,,,,,0.6,1.01,0.805,,48348,8.57,0.169,429,0.109,0.482,-0.299301,0.102564,89,0.21
YBL070C,YBL070C,6319402,,S000000166,ORF|Dubious,21,3.79,,,,,,,0,0,0,,,,,,,,,5.43,,,11547,8.46,0.096,106,-0.016,0.386,0.918868,0.122642,,
YBL071C,YBL071C,6319400,,S000000167,ORF|Dubious,35,8.61,,,,,,,0,0,0,,,,,,,,0.3,1.88,1.09,,11539,10.45,0.116,102,-0.01,0.398,0.080392,0.107843,,
YBL071W-A,YBL071W-A,12621477,,S000007587,ORF|Verified,9,2.63,,,,,,,0,0,0,,825.5,429.7003478,8400,,,,,,,,9356,3.56,0.154,82,0.013,0.442,-0.220732,0.121951,25,0.3
YBL072C,RPS8A,6319399,,S000000168,ORF|Verified,103,16.51,70,1,394211,57,1,283086,0.003863135,0.002825419,0.003316446,-1.76,6213,4550.089153,15900,,205055.3164,1,53.7,68.59,41.09666667,4990,22489,11.42,0.747,200,0.776,0.862,-0.8295,0.08,47,0.24
YBL073W,YBL073W,6319397,,S000000169,ORF|Dubious,28,7.33,,,,,,,0,0,0,,,,,,,1,,1.07,1.035,,12087,8.11,0.111,103,-0.028,0.389,0.327184,0.165049,,
YBL074C,AAR2,6319398,,S000000170,ORF|Verified,93,26.24,,,,,,,0,0,0,,,,7330,,,,,1.19,,,41688,4.77,0.143,355,0.016,0.442,-0.63662,0.126761,80,0.23
YBL075C,SSA3,6319396,,S000000171,ORF|Verified,213,57.08,1,0.38,619,,,,5.52E-05,0,2.61E-05,-1.06,,,6440,,3529.490273,2,0.2,2.62,1.606666667,,70546,4.89,0.177,649,0.155,0.496,-0.489368,0.063174,172,0.27
YBL076C,ILS1,6319395,,S000000172,ORF|Verified,376,106.85,28,1,24365,10,1,7674,0.001545254,0.000495688,0.000992323,-3.26,3489.5,3530,23300,,23832.3445,2,5.8,3.91,3.903333333,6106,122982,5.94,0.342,1072,0.352,0.62,-0.340392,0.113806,253,0.24
YBL077W,YBL077W,6319394,,S000000173,ORF|Dubious,25,5.22,,,,,,,0,0,0,,,,,,,,0.3,9.05,4.675,,16327,8.9,0.107,143,-0.026,0.39,0.196504,0.125874,,
YBL078C,AUT7,6319393,,S000000174,ORF|Verified,47,10.37,,,,,,,0,0,0,,,,2010,,,,0.8,0.91,0.855,,13627,9.92,0.15,117,0.106,0.482,-0.477778,0.119658,30,0.26
YBL079W,NUP170,6319392,,S000000175,ORF|Verified,408,119.05,,,,,,,0,0,0,,160.5,109.5603383,1560,,,1,1.1,2.18,1.426666667,,169473,6.04,0.151,1502,0.078,0.463,-0.188549,0.099867,389,0.26
YBL080C,PET112,6319391,,S000000176,ORF|Verified,169,44.84,,,,,,,0,0,0,,,,1390,,,,0.2,0.34,0.27,,61842,7.76,0.132,541,0.066,0.445,-0.396118,0.085028,126,0.23
YBL081W,YBL081W,6319390,,S000000177,ORF|Uncharacterized,33,10.13,,,,,,,0,0,0,,,,,,,,1.3,0.65,0.975,,40767,9.49,0.166,368,0.241,0.548,-0.964946,0.092391,130,0.35
YBL082C,RHK1,6319389,,S000000178,ORF|Verified,91,23.23,,,,,,,0,0,0,,,,,,,4,0.6,0.67,1.756666667,,52860,9.29,0.107,458,0.11,0.453,0.429039,0.131004,85,0.19
YBL083C,YBL083C,6319388,,S000000179,ORF|Dubious,47,11.23,,,,,,,0,0,0,,,,,,,,1,0.88,0.94,,16159,10.73,0.13,141,0.142,0.474,0.056738,0.106383,,
YBL084C,CDC27,6319387,,S000000180,ORF|Verified,194,50.02,4,0.38,2825,1,0.35,574,0.000220751,4.96E-05,0.000130569,-1.46,,,593,,1709.191305,,0.4,1.03,0.715,,85436,8.86,0.116,758,-0.02,0.395,-0.434697,0.08971,186,0.25
YBL085W,BOI1,6319386,,S000000181,ORF|Verified,346,106.25,5,0.94,4113,5,0.59,2277,0.000275938,0.000247844,0.000261138,-0.17,77.5,50.5,1040,,2576.441174,,1.5,1.8,1.65,1561,109294,9.89,0.132,980,0.045,0.432,-0.893061,0.071429,348,0.36
YBL086C,YBL086C,6319385,,S000000182,ORF|Uncharacterized,140,38.52,,,,,,,0,0,0,,,,396,,,,0.3,0.35,0.325,,51996,9.84,0.115,466,0.015,0.418,-0.850429,0.075107,142,0.3
YBL087C,RPL23A,6319384,,S000000183,ORF|Verified,52,13.84,28,1,188105,40,1,236982,0.001545254,0.00198275,0.001775735,1.02,860.5,509.5,,,,,54.2,11.93,33.065,,14473,11.11,0.624,137,0.679,0.798,-0.077372,0.051095,24,0.18
YBL088C,TEL1,6319383,,S000000184,ORF|Verified,866,227.84,11,0.99,4444,,,,0.000607064,0,0.000287251,-3.5,,,,,,2,0.3,2.8,1.7,,321565,6.9,0.123,2787,-0.009,0.406,-0.164873,0.110513,654,0.23
YBL089W,YBL089W,6319382,,S000000185,ORF|Verified,114,21.83,,,,,,,0,0,0,,,,,,,,0.3,1.12,0.71,,50891,9.12,0.098,459,-0.022,0.392,0.572985,0.111111,102,0.22
YBL090W,MRP21,6319381,,S000000186,ORF|Verified,95,20.43,,,,,,,0,0,0,,,,1270,,,,1.1,1.34,1.22,,20394,11.28,0.136,177,0.107,0.464,-0.752542,0.050847,38,0.21
YBL091C,MAP2,6319380,,S000000187,ORF|Verified,144,29.9,,,,,,,0,0,0,,109,90.5,1080,,,3,3.5,2.47,2.99,,47502,6.3,0.211,421,0.214,0.538,-0.702851,0.076009,95,0.23
YBL091C-A,YBL091C-A,6319379,,S000007228,ORF|Verified,28,7.35,,,,,,,0,0,0,,,,358,,,1,,,,,19678,9.56,0.117,175,0.089,0.462,-0.210857,0.08,40,0.23
YBL092W,RPL32,6319378,,S000000188,ORF|Verified,75,15.91,12,1,70128,13,1,66998,0.000662252,0.000644394,0.000652844,-0.07,,,,,,44,37,5.35,28.78333333,,14771,11.83,0.818,130,0.842,0.906,-0.678462,0.061538,25,0.19
YBL093C,ROX3,6319377,,S000000189,ORF|Verified,60,11.03,,,,,,,0,0,0,,,,6120,,,,1.7,1.34,1.52,,24857,6.29,0.104,220,0.031,0.42,-1.000909,0.086364,58,0.26
YBL094C,YBL094C,6319376,,S000000190,ORF|Dubious,21,5.89,,,,,,,0,0,0,,,,,,,1,0.4,1.79,1.063333333,,12079,10.01,0.116,110,0.069,0.434,0.331818,0.090909,,
YBL095W,YBL095W,6319374,,S000000191,ORF|Uncharacterized,90,24.21,,,,,,,0,0,0,,,,704,,,,0.6,1.17,0.885,,30545,7.92,0.121,270,0.045,0.423,-0.115556,0.096296,57,0.21
YBL096C,YBL096C,6319375,,S000000192,ORF|Dubious,19,5.92,,,,1,0.3,4155,0,4.96E-05,2.61E-05,0.95,,,,,,,0.7,1.54,1.12,,11087,9.48,0.089,102,0.005,0.38,0.416667,0.078431,,
YBL097W,BRN1,6319373,,S000000193,ORF|Verified,227,57.01,,,,,,,0,0,0,,,,704,,,,,1.09,,,86230,4.41,0.147,754,0.008,0.433,-0.890716,0.072944,189,0.25
YBL098W,BNA4,6319372,,S000000194,ORF|Verified,164,42.27,,,,,,,0,0,0,,,,556,,,,0.4,1.06,0.73,,52429,8.52,0.165,460,0.097,0.463,-0.282391,0.095652,99,0.22
YBL099W,ATP1,6319370,,S000000195,ORF|Verified,174,52.57,6,0.99,10506,15,1,23396,0.000331126,0.000743531,0.000548389,1.72,1465.5,3176.5,41500,,26002.86016,3,3.4,5.8,4.066666667,6394,58617,9.85,0.471,545,0.574,0.733,-0.085321,0.056881,128,0.23
YBL100C,YBL100C,6319371,,S000000196,ORF|Dubious,28,7.87,,,,,,,0,0,0,,,,,,,,,,,,11250,7.55,0.094,104,0.025,0.392,0.569231,0.076923,,
