ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YKL018C-A,,1.96,10.23,4.83,20.09,15.93,cytoplasm,Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL190W,CNB1,1.96,17.91,0.26,35.03,10.79,cytoplasm,"Calcineurin B; the regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is encoded by CNA1 and/or CMP1"
YBL074C,AAR2,1.95,4.59,5.39,8.95,1.25,"cytoplasm,nucleus","Component of the U5 snRNP, required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron"
YPL243W,SRP68,1.95,12.3,7.26,24.01,3.74,cytoplasm,Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane
YLL026W,HSP104,1.94,127.65,8.33,247.38,16.9,cytoplasm,"Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation"
YLR258W,GSY2,1.94,21.94,6.58,42.48,3.38,"cytoplasm,nucleus,punctate composite","Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase"
YOR120W,GCY1,1.94,18.22,3.81,35.27,5.92,"cytoplasm,nucleus","Putative NADP(+) coupled glycerol dehydrogenase, proposed to be involved in an alternative pathway for glycerol catabolism; also has mRNA binding activity; member of the aldo-keto reductase (AKR) family"
YDR496C,PUF6,1.93,20.34,2.62,39.23,3.85,"nucleolus,nucleus","Pumilio-homology domain protein that binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; also co-sediments with the 60S ribosomal subunit and is required for its biogenesis"
YGL048C,RPT6,1.93,51.22,4.25,99.05,6.44,nucleus,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle
YHR010W,RPL27A,1.93,14.41,2.54,27.83,8.21,"cytoplasm,nucleolus","Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl27Bp and has similarity to rat L27 ribosomal protein"
YPL074W,YTA6,1.93,6.62,1.38,12.78,2.98,cytoplasm,"Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family, localized to the cortex of mother cells but not to daughter cells"
YDL065C,PEX19,1.92,6.68,2.5,12.83,1.91,cytoplasm,"Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane"
YLL023C,,1.92,26.47,2.14,50.77,3.92,ER,"Transmembrane nucleoporin involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p"
YMR314W,PRE5,1.92,54.55,0,104.7,1.22,"cytoplasm,nucleus",Alpha 6 subunit of the 20S proteasome
YNL167C,SKO1,1.92,4.99,2.8,9.56,4.97,"cytoplasm,nucleus",Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses
YKL152C,GPM1,1.91,688.89,150.95,1316.26,154.58,cytoplasm,"Tetrameric phosphoglycerate mutase, mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis"
YOR372C,NDD1,1.91,5.8,0.55,11.07,2.28,"cytoplasm,nucleus",Transcriptional activator essential for nuclear division; localized to the nucleus; essential component of the mechanism that activates the expression of a set of late-S-phase-specific genes
YOR374W,ALD4,1.91,55.31,18.75,105.92,44.81,mitochondrion,"Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed"
YDR457W,TOM1,1.9,12.13,3.2,23.07,10.27,"nucleolus,nucleus",E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones
YJL039C,NUP192,1.9,13.52,3.75,25.74,2.32,nuclear periphery,"Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205"
YJL074C,SMC3,1.9,7.35,0.66,13.94,5.37,nucleus,"Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member"
YLR064W,,1.9,20.5,2.36,38.94,5.9,ER,"Protein that localizes to the endoplasmic reticulum with some nuclear pore complex association; deletion extends chronological lifespan; highly conserved across species, orthologous to human TMEM33 and paralogous to Pom33p"
YLR371W,ROM2,1.9,3.87,0.64,7.35,2.02,"bud neck,cytoplasm,bud","GDP/GTP exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1, which also encodes a GEF"
YGL172W,NUP49,1.89,22.72,2.3,43.03,3.94,nuclear periphery,"Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes"
YMR064W,AEP1,1.89,10.35,3.83,19.54,3.84,mitochondrion,Protein required for expression of the mitochondrial OLI1 gene encoding subunit 9 of F1-F0 ATP synthase
YER088C,DOT6,1.88,6.82,3.65,12.8,1.6,"cytoplasm,nucleus",Protein involved in rRNA and ribosome biogenesis; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; similar to Tod6p; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation
YGL060W,YBP2,1.88,7.23,1.61,13.57,6.85,cytoplasm,Central kinetochore associated protein that mediates mitotic progression; interacts with several central kinetochore proteins and the centromeric histone Cse4p; role in resistance to oxidative stress; similarity to Ybp1p and Slk19p
YOR154W,,1.88,6.46,3.01,12.14,4.42,ambiguous,Integral membrane protein of unknown function; member of the SUN-like family of proteins; genetic interactions suggest a role in folding of ER membrane proteins
YBL033C,RIB1,1.87,11.21,5.08,21,4.18,"cytoplasm,nucleus",GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway
YEL062W,NPR2,1.87,4.95,2.5,9.26,2.86,ambiguous,"Subunit of SEA (Seh1-associated), Npr2/3, and Iml1p complexes; Npr2/3 complex mediates downregulation of TORC1 activity upon amino acid limitation; SEA complex is a coatomer-related complex that associates dynamically with the vacuole; Iml1p complex (Iml1"
YGR136W,LSB1,1.87,20.79,1.29,38.87,4.32,"cytoplasm,nucleus","Protein containing an N-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"
YNL190W,,1.87,8.16,1.76,15.22,3.55,"ER,cell periphery",Cell wall protein of unknown function; proposed role as a hydrophilin induced by osmotic stress; contains a putative GPI-attachment site
YOR226C,ISU2,1.87,28.14,1.49,52.75,13.86,mitochondrion,"Conserved protein of the mitochondrial matrix, required for synthesis of mitochondrial and cytosolic iron-sulfur proteins, performs a scaffolding function in mitochondria during Fe/S cluster assembly; isu1 isu2 double mutant is inviable"
YOR352W,,1.87,5.25,4.78,9.81,0.93,"cytoplasm,nucleus","Putative protein of unknown function; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus"
YPR160W,GPH1,1.87,36.98,3.6,69.28,6.98,cytoplasm,"Non-essential glycogen phosphorylase required for the mobilization of glycogen, activity is regulated by cyclic AMP-mediated phosphorylation, expression is regulated by stress-response elements and by the HOG MAP kinase pathway"
YBL063W,KIP1,1.86,5.41,1.48,10.09,2.45,microtubule,"Kinesin-related motor protein required for mitotic spindle assembly, chromosome segregation, and 2 micron plasmid partitioning; functionally redundant with Cin8p for chromosomal but not plasmid functions"
YKL035W,UGP1,1.86,83.94,8.69,156.53,2.61,cytoplasm,"UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p"
YAL038W,CDC19,1.85,249,33.05,459.73,95.7,cytoplasm,"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"
YBR275C,RIF1,1.85,3.97,0.31,7.33,0.52,nucleus,Protein that binds to the Rap1p C-terminus and acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation
YDL131W,LYS21,1.85,38.57,4.35,71.49,22.93,nucleus,"Homocitrate synthase isozyme, catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; highly similar to the other isozyme, Lys20p"
YDL222C,FMP45,1.85,9.06,1.1,16.77,7.62,punctate composite,Integral membrane protein localized to mitochondria (untagged protein); required for sporulation and maintaining sphingolipid content; has sequence similarity to SUR7 and YNL194C
YEL011W,GLC3,1.85,12.68,7.62,23.51,0.5,"cytoplasm,nucleus,punctate composite","Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
YEL058W,PCM1,1.85,12.47,4.81,23.05,4.31,"cytoplasm,nucleus","Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P, which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors"
YJL217W,,1.85,11.47,0.65,21.23,4.01,cytoplasm,"Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle"
YLR025W,SNF7,1.85,11.17,1.32,20.71,2.52,endosome,One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes
YML092C,PRE8,1.85,74.86,0,138.33,0,nucleus,Alpha 2 subunit of the 20S proteasome
YMR038C,LYS7,1.85,30.48,2.41,56.45,2.32,"cytoplasm,nucleus","Copper chaperone for superoxide dismutase Sod1p, involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within the N-terminal portion is involved in insertion of copper into Sod1p under conditions of copper deprivation"
YDR128W,,1.84,6.15,1.79,11.29,2.29,vacuolar membrane,"Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; mtc5 is synthetically sick with cdc13-1"
YIL026C,IRR1,1.84,9.05,1.51,16.67,0.88,nucleus,"Subunit of the cohesin complex, which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms, essential for viability"
YJL030W,MAD2,1.84,5.54,2.14,10.23,6.51,"cytoplasm,nucleus",Component of the spindle-assembly checkpoint complex; delays the onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I
YPL122C,TFB2,1.84,10.09,2.6,18.57,3.09,nucleus,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, involved in transcription initiation, required for nucleotide excision repair, similar to 52 kDa subunit of human TFIIH"
YJR154W,,1.83,3.19,3.32,5.85,1.62,cytoplasm,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL096W,CWP1,1.83,37.17,2.26,68.06,1.04,ER,"Cell wall mannoprotein that localizes specifically to birth scars of daughter cells, linked to a beta-1,3- and beta-1,6-glucan heteropolymer through a phosphodiester bond; required for propionic acid resistance"
YLR109W,AHP1,1.83,807.47,61.13,1475.9,220.78,"cytoplasm,nucleus","Thiol-specific peroxiredoxin, reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p"
YMR295C,,1.83,30.85,2.79,56.32,9.5,"cell periphery,bud",Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; YMR295C is not an essential gene
YNL274C,,1.83,16.89,4.59,30.85,1.39,"cytoplasm,nucleus","Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YKR014C,YPT52,1.82,37.54,2.29,68.39,11.76,"cytoplasm,nucleus","Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis"
YNL058C,,1.82,7.2,1.42,13.08,8.03,vacuole,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene
YPL169C,MEX67,1.82,18.7,4.87,34,3.01,nuclear periphery,"Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP"
YBL098W,BNA4,1.81,8.6,2.79,15.56,12.89,mitochondrion,"Kynurenine 3-mono oxygenase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease"
YDR009W,GAL3,1.81,8.34,3.52,15.12,2.15,cytoplasm,Transcriptional regulator involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity
YDR225W,HTA1,1.81,4.38,1.35,7.91,2.53,vacuole,"Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"
YDR350C,TCM10,1.81,7.52,3.7,13.62,3.61,ambiguous,"Specific translational activator for the mitochondrial ATP6 mRNA, encoding a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane"
